Term,drug_candidate,Adjusted P-value,P-value,Combined Score,Overlap,Genes,query_name,query_description
Dibenziodolium CTD 00000351,Dibenziodolium CTD 00000351,0.0020240967194413,0.000279497344115111,114.65348518972716,4/63,FN1;HMOX1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Heparitin BOSS,Heparitin BOSS,0.0008367427605419013,8.869735588761985e-05,114.47647534705575,5/90,VCAN;FN1;LPL;MMP9;DCN,Fallback_DSigDB,Combined signature vs DSigDB
azacyclonol PC3 UP,azacyclonol PC3 UP,0.0008367427605419013,8.869735588761985e-05,114.47647534705575,5/90,EGR1;CCL20;TNFAIP3;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
soman 7305 rat GSE13428 sample 2633,soman 7305 rat GSE13428 sample 2633,0.00010359388610280796,6.670302784543481e-06,114.31618355978536,8/500,C3;COL1A2;GPNMB;PLEK;SPP1;TIMP1;PTGS2;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Bandrowski's base CTD 00002216,Bandrowski's base CTD 00002216,0.005250743247062,0.0010476950310726,113.9174773737536,3/40,CCL4;CXCR4;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
trimethoprim BOSS,trimethoprim BOSS,0.0001080655980452198,5.251786073225635e-06,113.89804324785833,8/191,HLA-DRB5;CD8A;TAOK1;FN1;HMOX1;HBB;MMP9;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
Styrene oxide CTD 00000717,Styrene oxide CTD 00000717,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,HBB;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
metoprolol CTD 00006326,metoprolol CTD 00006326,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
REMIFENTANIL BOSS,REMIFENTANIL BOSS,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,BAG3;HBB,Fallback_DSigDB,Combined signature vs DSigDB
etodolac CTD 00007163,etodolac CTD 00007163,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,CXCR4;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
chlorothiazide BOSS,chlorothiazide BOSS,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,TAOK1;HBB,Fallback_DSigDB,Combined signature vs DSigDB
securinine MCF7 UP,securinine MCF7 UP,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
cloperastine MCF7 UP,cloperastine MCF7 UP,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,EGR1;TNFAIP3,Fallback_DSigDB,Combined signature vs DSigDB
Bosentan BOSS,Bosentan BOSS,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,HBB;EREG,Fallback_DSigDB,Combined signature vs DSigDB
metixene MCF7 UP,metixene MCF7 UP,0.0162846241943889,0.0048853872583166,113.63788950907964,2/21,HMOX1;NEAT1,Fallback_DSigDB,Combined signature vs DSigDB
Eicosapentaenoic acid BOSS,Eicosapentaenoic acid BOSS,0.0008644208485115715,9.34850092959024e-05,112.5021635851238,5/91,TAOK1;HBB;LPL;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
sevoflurane DB01236 human GSE4386 sample 2816,sevoflurane DB01236 human GSE4386 sample 2816,0.0018907648709964,3.535861354677927e-05,112.26616475511533,6/210,MARCO;COL3A1;SPARC;IGHG2;CCDC80;IGKC,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
cycloheximide BOSS,cycloheximide BOSS,0.0004412881736966745,3.399754060013557e-05,112.01135843336408,6/122,SPARC;EPAS1;TAOK1;HMOX1;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
FCCP CTD 00005590,FCCP CTD 00005590,0.0021115184613411,0.0002969939518054612,111.90033879709756,4/64,EGR1;HMOX1;PTGS2;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
calcitriol 5280453 human GSE52819 sample 3126,calcitriol 5280453 human GSE52819 sample 3126,0.0009345480945661768,0.00010296684087604436,111.83944293246424,5/230,TNFAIP6;CCL20;FBP1;GEM;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
5-Fluorouracil CTD 00005987,5,8.118607386125284e-08,7.208109361513101e-10,111.62028095691647,25/1202,SPARC;EPAS1;TNFAIP3;HBB;CXCR4;FBLN1;PTGS2;AKAP12;RGS2;BAG3;DPYSL3;HIST1H1D;FILIP1L;EGR1;ARID5B;MMP9;GEM;EREG;COL3A1;CD8A;APOC1;COL6A3;XAF1;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
clotrimazole PC3 UP,clotrimazole PC3 UP,0.0008949805250039957,9.84688910332156e-05,110.5808703968905,5/92,TNFAIP3;HMOX1;PTGS2;GEM;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
cycloheximide CTD 00005731,cycloheximide CTD 00005731,2.043960424887609e-05,6.685851857109e-07,109.96839598685484,11/324,EGR1;CD8A;EPAS1;FGL2;S100A12;HMOX1;TNFAIP3;SERPINB9;PTGS2;DCN;EREG,Fallback_DSigDB,Combined signature vs DSigDB
methylglyoxal BOSS,methylglyoxal BOSS,0.0055703364070202,0.0011263274602029,109.74417204757296,3/41,TAOK1;HBB;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
PRAVASTATIN SODIUM BOSS,PRAVASTATIN SODIUM BOSS,0.0055703364070202,0.0011263274602029,109.74417204757296,3/41,HBB;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Calcium phosphate BOSS,Calcium phosphate BOSS,0.0021761360696533,0.0003152626587456224,109.25142744049542,4/65,SPARC;FN1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Mangiferin CTD 00000713,Mangiferin CTD 00000713,0.0021761360696533,0.0003152626587456224,109.25142744049542,4/65,LPL;CXCR4;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
SODIUM SULFATE BOSS,SODIUM SULFATE BOSS,0.0021761360696533,0.0003152626587456224,109.25142744049542,4/65,HLA-DRB5;CD8A;TAOK1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Pyrrolidine dithiocarbamate CTD 00001021,Pyrrolidine dithiocarbamate CTD 00001021,0.00025132472653447747,1.51499484686671e-05,108.52262776975222,7/159,EGR1;GNLY;FN1;HMOX1;PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Dexbrompheniramine BOSS,Dexbrompheniramine BOSS,0.00047395614529933337,3.897957082835639e-05,107.7200425105226,6/125,MARCO;CD8A;FN1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
ARSENIC CTD 00005442,ARSENIC CTD 00005442,5.782026262945958e-07,6.754703578207895e-09,107.65545648572584,20/853,EGR1;IL1RN;IFITM2;TNFAIP6;IL1R1;CCL20;OSM;CXCR4;INHBA;PTGS2;MMP9;EREG;HSPD1;BAG3;CCL4;S100A12;HMOX1;CCL18;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
verteporfin HL60 DOWN,verteporfin HL60 DOWN,4.143875907229958e-05,1.5491124886840963e-06,106.8647283655039,10/283,C3;VCAN;GPNMB;RNF24;FUCA1;FGL2;FN1;SPP1;LPL;LIPA,Fallback_DSigDB,Combined signature vs DSigDB
h-89 CTD 00002586,h,0.0022137407762463,0.00033432311010974254,106.70127789939,4/66,COL3A1;HMOX1;PTGS2;EREG,Fallback_DSigDB,Combined signature vs DSigDB
syrosingopine PC3 UP,syrosingopine PC3 UP,0.0022137407762463,0.00033432311010974254,106.70127789939,4/66,AKAP12;HMOX1;INHBA;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
ouabain HL60 UP,ouabain HL60 UP,1.4594969578515626e-05,4.228449130224153e-07,106.5164950327875,12/379,EGR1;TNFAIP6;BAG3;CCL20;TAOK1;CCL4;ARID5B;S100A12;TNFAIP3;PTGS2;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
eugenol CTD 00005949,eugenol CTD 00005949,0.00026434941774774215,1.642919278525687e-05,106.32005701894415,7/161,TNFAIP6;CTSL;CCL4;HMOX1;TNFAIP3;CXCR4;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
24939-16-0 CTD 00001660,24939,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
HYPOCHLOROUS ACID BOSS,HYPOCHLOROUS ACID BOSS,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,HBB;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
ticlopidine MCF7 UP,ticlopidine MCF7 UP,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,EGR1;TNFAIP3,Fallback_DSigDB,Combined signature vs DSigDB
oxyphenbutazone MCF7 UP,oxyphenbutazone MCF7 UP,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
CLODRONATE DISODIUM BOSS,CLODRONATE DISODIUM BOSS,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,CD8A;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
pyrimethamine PC3 UP,pyrimethamine PC3 UP,0.0175542166761833,0.0053564969577325,106.08302856731788,2/22,NEAT1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
DIALLYL DISULFIDE CTD 00001321,DIALLYL DISULFIDE CTD 00001321,0.0058648160855178,0.0012085906045389,105.81456304852416,3/42,TIMP1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
clenbuterol PC3 UP,clenbuterol PC3 UP,0.0058648160855178,0.0012085906045389,105.81456304852416,3/42,AKAP12;EPAS1;TM4SF1,Fallback_DSigDB,Combined signature vs DSigDB
Allyl sulfide CTD 00001796,Allyl sulfide CTD 00001796,0.0058648160855178,0.0012085906045389,105.81456304852416,3/42,PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
tretinoin HL60 UP,tretinoin HL60 UP,7.624981368303995e-05,3.384921635462054e-06,105.61173641444476,9/241,HCAR3;TNFAIP6;BAG3;CCL20;FUCA1;PLEK;CXCR4;TIMP1;FBP1,Fallback_DSigDB,Combined signature vs DSigDB
MLN4924 73014187 human GSE30531 sample 2644,MLN4924 73014187 human GSE30531 sample 2644,0.0005398451203684856,4.894784928439621e-05,104.7499457374678,6/325,RGS2;BAG3;PPIF;TIMP1;TM4SF1;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
indomethacin CTD 00006147,indomethacin CTD 00006147,2.6833995556942893e-05,9.279045192587728e-07,103.72761852686985,11/335,EGR1;IL1RN;ARRDC3;CCL4;FN1;ARID5B;LPL;TIMP1;PTGS2;MMP9;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
anastrozole DB01217 human GSE33658 sample 3087,anastrozole DB01217 human GSE33658 sample 3087,0.0024648223824035,0.0003732041087715199,103.63618042342549,4/167,COL1A2;GPNMB;HBB;PLTP,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
digoxigenin HL60 UP,digoxigenin HL60 UP,8.176360982979863e-05,3.744314842673021e-06,103.41247131366448,9/244,EGR1;IL1RN;RGS2;TNFAIP6;CCL20;ARID5B;TNFAIP3;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
carbon monoxide BOSS,carbon monoxide BOSS,0.0010523280461379,0.0001204768090204692,103.38777988426902,5/96,CD8A;HBB;HMOX1;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
doxycycline DB00254 human GSE2624 sample 3075,doxycycline DB00254 human GSE2624 sample 3075,0.0011549495822467,0.00013069632644552455,103.35597083072926,5/242,CCL20;TIMP1;PTGS2;HSPD1;LGMN,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
soman 7305 rat GSE13428 sample 2640,soman 7305 rat GSE13428 sample 2640,0.00014773411531287782,1.048310410892957e-05,103.09357772356586,8/532,C3;COL1A2;GPNMB;PLEK;SPP1;TIMP1;PTGS2;MMP9,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Vitamin D3 BOSS,Vitamin D3 BOSS,0.00015285138240985591,8.213976157538986e-06,102.89369687206596,8/203,HLA-DRB5;CD8A;TAOK1;FN1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
troglitazone DB00197 rat GSE21329 sample 2832,troglitazone DB00197 rat GSE21329 sample 2832,0.0009068464424681616,9.173302163695276e-06,102.74057029171546,8/355,IFITM2;SPARC;CCDC80;COL14A1;CTSL;FUCA1;FN1;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
Phosgene 6371 mouse GSE2565 sample 3611,Phosgene 6371 mouse GSE2565 sample 3611,0.0011549495822467,0.0001332419693440997,102.6944808451062,5/243,C3;EGR1;BAG3;PTGS2;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
rosiglitazone BOSS,rosiglitazone BOSS,0.0005469485344881123,4.651618377422263e-05,102.38174466301264,6/129,TAOK1;FN1;LPL;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
artemisinin BOSS,artemisinin BOSS,0.0062254626069954,0.0012945471308939,102.10897717127874,3/43,TAOK1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Etanercept DB00005 human GSE36177 sample 2596,Etanercept DB00005 human GSE36177 sample 2596,0.0020122517854486,4.9433931145415776e-05,102.02293626540744,6/223,MARCO;HLA-DRB5;IL18RAP;CTSL;FGL2;HSPA1B,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
deptropine PC3 UP,deptropine PC3 UP,0.0023997962463937,0.0003748982930774989,101.87717668990722,4/68,SOCS2;TNFAIP3;INHBA;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Lipopolysaccharide 11970143 human GSE5504 sample 3485,Lipopolysaccharide 11970143 human GSE5504 sample 3485,0.00029268816959045023,2.3461206760863948e-05,101.85467053048971,7/428,HCAR3;IL1RN;TNFAIP6;CCL20;CCL4;TIMP1;PTGS2,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
DEOXYNIVALENOL CTD 00000341,DEOXYNIVALENOL CTD 00000341,0.0005597490547094026,4.857156767304608e-05,101.1107948177462,6/130,EGR1;BAG3;CCL4;HMOX1;CXCR4;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
methylprednisolone 6741 rat GSE490 sample 3664,methylprednisolone 6741 rat GSE490 sample 3664,0.0012065507086056,0.00014110777012602184,100.74891909732116,5/246,COL1A2;CCL20;SPP1;HBB;TIMP1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
rosiglitazone DB00412 mouse GSE35011 sample 2813,rosiglitazone DB00412 mouse GSE35011 sample 2813,0.0017252410960628,2.2438106740702426e-05,100.0977037209308,7/290,COL3A1;IFITM2;SPARC;CCDC80;CTSL;FN1;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
(-)-Epicatechin BOSS,(,0.0024716223596679,0.0003964527661942432,99.59399722103193,4/69,TAOK1;HBB;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
Chonsurid CTD 00005665,Chonsurid CTD 00005665,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,C3;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
PHALLOIDIN BOSS,PHALLOIDIN BOSS,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,FN1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
carmustine MCF7 UP,carmustine MCF7 UP,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
clioquinol HL60 UP,clioquinol HL60 UP,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,HCAR3;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
LXB4 BOSS,LXB4 BOSS,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,TAOK1;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
PHENANTHRENE CTD 00001483,PHENANTHRENE CTD 00001483,0.0187879932829605,0.0058476195920622,99.33164622370634,2/23,EGR1;TIMP1,Fallback_DSigDB,Combined signature vs DSigDB
raloxifene CTD 00007367,raloxifene CTD 00007367,2.719441808527553e-06,4.828915360936777e-08,99.1847477151832,17/686,EGR1;IL1R1;CCL20;ARID5B;LPL;TNFAIP3;SERPINB9;INHBA;PTGS2;MMP9;HSPD1;GPNMB;SPP1;HMOX1;TIMP1;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
niclosamide PC3 UP,niclosamide PC3 UP,0.0003259877458054202,2.163096257213536e-05,99.12304577285856,7/168,NNMT;CCL20;HMOX1;INHBA;PTGS2;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Sodium dichromate CTD 00000827,Sodium dichromate CTD 00000827,0.00017548829651759922,9.810403236501726e-06,98.77466237290932,8/208,EGR1;CTSL;CCL4;FN1;HMOX1;MMP9;LGMN;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
co-dergocrine mesilate HL60 UP,co,0.0005805491119945241,5.290050319576271e-05,98.64058260232652,6/132,IL1RN;VCAN;CCL20;FUCA1;TIMP1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
thiostrepton CTD 00006881,thiostrepton CTD 00006881,0.0065393228224475,0.0013842585226956,98.60975682160374,3/44,CCL4;HMOX1;HSPD1,Fallback_DSigDB,Combined signature vs DSigDB
STYRENE CTD 00001125,STYRENE CTD 00001125,0.0065393228224475,0.0013842585226956,98.60975682160374,3/44,C3;EGR1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
Lysergide BOSS,Lysergide BOSS,0.0065393228224475,0.0013842585226956,98.60975682160374,3/44,HBB;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
hexetidine MCF7 UP,hexetidine MCF7 UP,0.0065393228224475,0.0013842585226956,98.60975682160374,3/44,EGR1;TNFAIP3;HMOX1,Fallback_DSigDB,Combined signature vs DSigDB
rofecoxib CTD 00003631,rofecoxib CTD 00003631,0.0011688404412386,0.00013931753527179623,98.46171200623029,5/99,C3;IL1RN;VCAN;COL14A1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
mycophenolic acid DB01024 human GSE14630 sample 3302,mycophenolic acid DB01024 human GSE14630 sample 3302,0.0006611078124666489,6.184563802912883e-05,97.91145159904364,6/339,EGR1;RGS2;PLEK;PTGS2;MMP9;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
decitabine 451668 mouse GSE4768 sample 3103,decitabine 451668 mouse GSE4768 sample 3103,0.0012783522923526,0.00015500360303492827,97.63079385068868,5/251,TIMP1;PTGS2;FILIP1L;TM4SF1;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
Agarose BOSS,Agarose BOSS,0.000599393333363011,5.5177797510520165e-05,97.4400776329841,6/133,SPARC;CD8A;FN1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
170449-18-0 CTD 00003361,170449,0.0025821987027317,0.0004188784573037018,97.3910724894486,4/70,EGR1;HMOX1;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
troglitazone 5591 mouse GSE1458 sample 2589,troglitazone 5591 mouse GSE1458 sample 2589,0.0017323950012215,2.503460984424242e-05,97.32901416536508,7/295,COL3A1;SPARC;CCDC80;CTSL;FN1;LPL;DCN,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
NICKEL CHLORIDE CTD 00001064,NICKEL CHLORIDE CTD 00001064,2.1957601397750867e-05,7.284998594580895e-07,97.1681284361362,12/399,TNFAIP6;CCL20;SPP1;HMOX1;TNFAIP3;HIVEP2;INHBA;PTGS2;LIPA;MMP9;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
methylprednisolone 6741 rat GSE490 sample 3667,methylprednisolone 6741 rat GSE490 sample 3667,0.0012783522923526,0.00015790422533660088,97.0250917954536,5/252,C3;CCL20;APOC1;SPP1;TIMP1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
anisomycin PC3 UP,anisomycin PC3 UP,1.1622559635362209e-06,1.6293307900040482e-08,97.0120303758252,20/899,EGR1;CCL20;ARID5B;TNFAIP3;CXCR4;FRMD4B;INHBA;NEAT1;PTGS2;GEM;TM4SF1;SOCS2;AKAP12;RGS2;VCAN;DPYSL3;PPIF;HIST1H1D;HMOX1;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
deptropine-5118,deptropine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,IL1RN;LPL;INHBA;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fluphenazine-1017,fluphenazine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;CXCR4;HIVEP2;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
clioquinol-3084,clioquinol,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,FCGR3B;IL1R1;PTGS2;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
dantrolene-2369,dantrolene,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;STEAP4;IL18RAP;FRMD4B;FBP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tamoxifen-6768,tamoxifen,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;TNFAIP3;MMP19;CXCR4;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
perphenazine-1540,perphenazine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;APOC1;HIST1H1D;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
azacyclonol-1520,azacyclonol,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;RGS2;HIST1H1D;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
metergoline-6744,metergoline,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,C3;EGR1;TNFAIP3;CXCR4;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
terbutaline-3202,terbutaline,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,IGHG1;COL3A1;NNMT;IGHA1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
ribostamycin-2705,ribostamycin,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,NNMT;IGHA1;FBP1;TM4SF1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
cephaeline-3290,cephaeline,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;HIST1H1D;TNFAIP3;HIVEP2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
ouabain-6680,ouabain,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;TNFAIP3;PTGS2;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
benzethonium chloride-6070,benzethonium chloride,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;VCAN;TNFAIP3;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
digoxin-6724,digoxin,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;ARID5B;TNFAIP3;PTGS2;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
Prestwick-983-3141,Prestwick,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,IL1R1;GNLY;DPYSL3;TIMP1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
disulfiram-6210,disulfiram,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,SOCS2;EGR1;RGS2;HMOX1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7236,trichostatin A,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,AKAP12;RGS2;CXCR4;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nafcillin-4103,nafcillin,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,VCAN;CD8A;LPL;INHBA;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-4710,trichostatin A,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,AKAP12;RGS2;SERPINB9;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chlorpromazine-5074,chlorpromazine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,APOC1;TNFAIP3;INHBA;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7179,trichostatin A,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,AKAP12;RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
genistein-1176,genistein,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,IL1RN;CCL20;INHBA;NEAT1;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2881,trichostatin A,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,RGS2;CXCR4;SERPINB9;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
idoxuridine-1480,idoxuridine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,C3;DNAJA4;APOC1;CXCR4;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mometasone-2896,mometasone,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;RGS2;HMOX1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
bepridil-4613,bepridil,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,C3;EGR1;COL3A1;TNFAIP3;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-5987,trichostatin A,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,RGS2;EPAS1;FN1;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thioridazine-1068,thioridazine,0.0025319426181972,0.0001460736125883001,96.9007614271628,5/100,EGR1;HIST1H1D;TNFAIP3;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
